url,title
https://www.news.com.au/finance/real-estate/renting/aussie-rental-crisis-worsens-with-cities-named-as-worst-places-to-live/news-story/6f55d47a3c95171d1b732f6901a332b3,‘Mad’: Bad news for Aussie renters
https://www.news.com.au/finance/real-estate/desperate-to-get-on-the-property-ladder-as-prices-keep-climbing-yellow-brick-road-chair-suggests-rentvesting/news-story/d2c66d0a4b71a128efa1c9bd737654cb,Why you’re better off renting
https://www.couriermail.com.au/property/australias-investment-hot-spots-queensland-claims-top-two/news-story/a8f827eb3709e8fc043a37d91d4b6fc1,Hot property: Queensland boasts top two suburbs to invest in
https://www.theaustralian.com.au/business/property/australias-top-20-property-hot-spots-in-which-to-invest/news-story/f99ca739240f0c17d53b672fac1a5a38,Australia’s top 20 property investment hot spots
https://www.heraldsun.com.au/property/australian-hot-property-victorias-investment-hot-spots/news-story/cb3c09ce0df1dfe26e45ae548db7bdc8,Hot property: Best Victorian suburbs to invest in
https://www.couriermail.com.au/property/photos-inside-lleyton-hewitts-stylish-coast-rental-house/news-story/467248705723abed10ca7ec0b37335ec,Photos: Inside Lleyton Hewitt’s stylish Coast rental house
https://www.adelaidenow.com.au/news/south-australia/governor-to-be-asked-to-sack-attorneygeneral-vickie-chapman-after-noconfidence-motion-passes/news-story/4c2fc2bc4a76cfa821dd38e710245a19,Mr Cregan goes to see the Governor
https://www.dailytelegraph.com.au/property/demand-for-inner-city-units-to-rise-substantially/news-story/68820b88fa07f39204f6c4646eed5abf,Demand for inner city units to rise ‘substantially’
https://www.theaustralian.com.au/business/retail/david-jones-and-country-road-group-suffer-sales-slump-due-to-covid-lockdowns-in-nsw-and-vic/news-story/728140a156e8740e0f277e89819a1303,Covid puts dent in DJs’ sales and profit
https://www.news.com.au/lifestyle/real-life/true-stories/woman-breaks-down-into-tears-telling-senate-she-can-only-afford-mouldy-bread-on-government-payment/news-story/431984a62934f85f1ae4e958f79325a6,Woman eats mouldy bread to survive
https://www.couriermail.com.au/coronavirus/infectious-diseases-expert-calls-on-government-to-reward-qlders-for-job-well-done/news-story/9228f95a76f686f894bfad6dd51707d0,‘Safe to move on’: Pressure on Premier to tear down border wall
https://www.news.com.au/finance/real-estate/buying/sydney-real-estate-north-shore-mum-buys-son-1m-home-for-christmas/news-story/c77973974aabc3d9dac15e241ab18472,Mum buys son $1m house for Christmas
https://www.news.com.au/finance/real-estate/melbourne-vic/sam-gance-chemist-warehouse-boss-lists-12500aweek-toorak-rental/news-story/f0002ce214b875a07c9a54cd73b9d5dd,"Chemist Warehouse boss lists $12,500-a-week rental"
https://www.dailytelegraph.com.au/news/nsw/man-cave-storage-units-sydneys-new-investment-trend/news-story/0f5c1f21125ab630c40f5124a76e3d4b,‘Man cave’ storage units the new investment trend
https://www.dailytelegraph.com.au/news/nsw/why-the-bush-could-be-getting-more-highrise-apartments-in-bid-to-address-housing-crisis/news-story/89ad3c66af19a5a1efeebd878ec05511,Why bush mayors want high-rise apartments
https://www.dailytelegraph.com.au/property/shortterm-rental-accommodation-ailing-tourism-industry-and-holidaymakers-brace-for-fresh-pain/news-story/67a64214baa7b769c89aba2e9b8f641e,Sydney apartment market set to boom
https://www.news.com.au/national/politics/investigation-finds-parliament-rent-boys-claim-false/news-story/2cca40b48bccb6059d9ff3d59299c88a,Twist in Parliament ‘rent boys’ claim
https://www.news.com.au/entertainment/tv/reality-tv/where-alleged-block-conwoman-emese-fajk-is-now/news-story/48df1d214bd879137b4a29b822daa2b2,Secret life of alleged Block conwoman
https://www.news.com.au/finance/real-estate/covid19-vaccination-status-beginning-to-divide-share-houses-flatmates-research-reveals/news-story/ac1ab1bafab8968b7cfc4a45de328640,Awkward vax question dividing share houses
https://www.news.com.au/finance/real-estate/sydney-nsw/former-bank-teller-arjun-paliwal-reveals-simple-method-to-owning-13-homes/news-story/35f6cb53feaaff9e321b3196e7cf9dc4,Former bank teller’s simple trick to owning 13 homes
https://www.heraldsun.com.au/property/melbourne-house-price-correction-predicted-for-2022-sqm-research-boom-and-bust-report/news-story/93090c84844f18d9a7bf6fdf30f61ef4,The suburbs best placed to weather a correction
https://www.dailytelegraph.com.au/property/demand-for-inner-city-units-to-rise-substantially/news-story/68820b88fa07f39204f6c4646eed5abf,Housing affordability crisis hits regional Australia
https://www.news.com.au/finance/real-estate/renting/aussie-rental-crisis-worsens-with-cities-named-as-worst-places-to-live/news-story/6f55d47a3c95171d1b732f6901a332b3,‘Mad’: Bad news for Aussie renters
https://www.news.com.au/finance/real-estate/desperate-to-get-on-the-property-ladder-as-prices-keep-climbing-yellow-brick-road-chair-suggests-rentvesting/news-story/d2c66d0a4b71a128efa1c9bd737654cb,Why you’re better off renting
https://www.couriermail.com.au/property/australias-investment-hot-spots-queensland-claims-top-two/news-story/a8f827eb3709e8fc043a37d91d4b6fc1,Hot property: Queensland boasts top two suburbs to invest in
https://www.theaustralian.com.au/business/property/australias-top-20-property-hot-spots-in-which-to-invest/news-story/f99ca739240f0c17d53b672fac1a5a38,Australia’s top 20 property investment hot spots
https://www.heraldsun.com.au/property/australian-hot-property-victorias-investment-hot-spots/news-story/cb3c09ce0df1dfe26e45ae548db7bdc8,Hot property: Best Victorian suburbs to invest in
https://www.couriermail.com.au/property/photos-inside-lleyton-hewitts-stylish-coast-rental-house/news-story/467248705723abed10ca7ec0b37335ec,Photos: Inside Lleyton Hewitt’s stylish Coast rental house
https://www.adelaidenow.com.au/news/south-australia/governor-to-be-asked-to-sack-attorneygeneral-vickie-chapman-after-noconfidence-motion-passes/news-story/4c2fc2bc4a76cfa821dd38e710245a19,Mr Cregan goes to see the Governor
https://www.theaustralian.com.au/business/retail/david-jones-and-country-road-group-suffer-sales-slump-due-to-covid-lockdowns-in-nsw-and-vic/news-story/728140a156e8740e0f277e89819a1303,Covid puts dent in DJs’ sales and profit
https://www.news.com.au/lifestyle/real-life/true-stories/woman-breaks-down-into-tears-telling-senate-she-can-only-afford-mouldy-bread-on-government-payment/news-story/431984a62934f85f1ae4e958f79325a6,Woman eats mouldy bread to survive
https://www.couriermail.com.au/coronavirus/infectious-diseases-expert-calls-on-government-to-reward-qlders-for-job-well-done/news-story/9228f95a76f686f894bfad6dd51707d0,‘Safe to move on’: Pressure on Premier to tear down border wall
https://www.news.com.au/finance/real-estate/buying/sydney-real-estate-north-shore-mum-buys-son-1m-home-for-christmas/news-story/c77973974aabc3d9dac15e241ab18472,Mum buys son $1m house for Christmas
https://www.news.com.au/finance/real-estate/melbourne-vic/sam-gance-chemist-warehouse-boss-lists-12500aweek-toorak-rental/news-story/f0002ce214b875a07c9a54cd73b9d5dd,"Chemist Warehouse boss lists $12,500-a-week rental"
https://www.dailytelegraph.com.au/news/nsw/man-cave-storage-units-sydneys-new-investment-trend/news-story/0f5c1f21125ab630c40f5124a76e3d4b,‘Man cave’ storage units the new investment trend
https://www.dailytelegraph.com.au/news/nsw/why-the-bush-could-be-getting-more-highrise-apartments-in-bid-to-address-housing-crisis/news-story/89ad3c66af19a5a1efeebd878ec05511,Why bush mayors want high-rise apartments
https://www.dailytelegraph.com.au/property/shortterm-rental-accommodation-ailing-tourism-industry-and-holidaymakers-brace-for-fresh-pain/news-story/67a64214baa7b769c89aba2e9b8f641e,Sydney apartment market set to boom
https://www.news.com.au/national/politics/investigation-finds-parliament-rent-boys-claim-false/news-story/2cca40b48bccb6059d9ff3d59299c88a,Twist in Parliament ‘rent boys’ claim
https://www.news.com.au/entertainment/tv/reality-tv/where-alleged-block-conwoman-emese-fajk-is-now/news-story/48df1d214bd879137b4a29b822daa2b2,Secret life of alleged Block conwoman
https://www.news.com.au/finance/real-estate/covid19-vaccination-status-beginning-to-divide-share-houses-flatmates-research-reveals/news-story/ac1ab1bafab8968b7cfc4a45de328640,Awkward vax question dividing share houses
https://www.news.com.au/finance/real-estate/melbourne-vic/victorian-homebuyer-fund-explained-toorak-gets-nod-but-popular-regional-spots-left-out/news-story/c8b9b1c0cc0f65770861bc766a4374a0,Small-print quirks to new Homebuyer Fund
https://www.news.com.au/finance/real-estate/melbourne-vic/renting-homes-to-tv-crews-melburnians-making-thousands-leasing-for-film-and-television-use/news-story/ff907ae17617d9c79d88738d254fa117,The TV star homes making their owners bank
https://www.themercury.com.au/news/tasmania/median-home-vales-for-60-best-suburbs-revealed/news-story/e0312f24d0fdf3172e7351eb251b7358,TASSIE’S BOOM TOWNS: Southern Tasmania’s top 60 growth areas
https://www.couriermail.com.au/news/queensland/mackay/property/why-mackay-whitsunday-housing-market-is-so-tight-in-2021/news-story/6b854c4b556a48d54fd2d984f6a076ea,Housing gap: Why there is ‘a real sense of desperation’
https://www.heraldsun.com.au/news/victoria/victorian-businesses-forced-to-close-because-of-covid/news-story/3da35f4d5b7daa269d89405aa83b4346,Small businesses killed off by Covid
https://www.adelaidenow.com.au/news/south-australia/beloved-business-classic-shoe-repairs-issued-with-eviction-notice-as-covid-pandemic-continues-to-hurt-city-traders/news-story/4f2d0bfad545d0c1f7af668c5973b2a4,Shop owner’s plea: Don’t give us the boot after 47 years
https://www.news.com.au/finance/real-estate/renting/outrage-over-derelict-melbourne-home-costing-800-a-week-to-rent/news-story/9d57edc27a07c8c84ee64f604520c249,‘Crime scene’: Outrage over $800pw rental
https://www.news.com.au/finance/real-estate/melbourne-vic/are-you-an-apartment-or-house-dweller-big-brotherinspired-quiz-determines-lifestyle-happiness/news-story/f2648fc7ced011f7685bf214b61fa552,Are you an apartment or house dweller?
https://www.themercury.com.au/property/hobart-real-estate-is-your-home-bringing-in-more-wealth-than-your-job/news-story/e3b38c8fc7444b5a87369e3be3687059,Does your home earn more than you?
https://www.adelaidenow.com.au/news/south-australia/sa-rental-and-housing-crisis-hits-new-depths-amid-search-for-way-out/news-story/7346b960ba3ff7c88b2aa21baed46cce,‘I watched my housemate die in a fire ... now I’m still homeless’
https://www.news.com.au/finance/real-estate/manly-vale-house-prices-rise-38-per-cent-in-12-months/news-story/e9977b1f6b8511eeb0b57a7c7739034a,Northern beaches suburb on the rise
https://www.themercury.com.au/news/hobart-south/manager-of-flint-house-says-rumours-about-propertys-future-had-caused-stress/news-story/c43c1710f0725bf96fc21c294b43a833,‘Unneccessary stress’: Rumours surround demolition of Flint House
https://www.news.com.au/finance/real-estate/buying/suburbs-in-nsw-vic-wa-sa-and-qld-where-property-prices-will-plunge/news-story/555745269846ecc8e570849ee452d44c,Suburbs where house prices will plunge
https://www.news.com.au/finance/economy/australian-economy/housing-advocates-warn-queensland-will-be-crunched-by-support-scheme-expiration/news-story/a7ddc24f439c7fd20b95ff020839e19e,‘Eye-watering’: Map shows big housing issue
https://www.themercury.com.au/realestate/rental-scam-couple-nearly-sent-half-their-savings-to-scammer-pretending-to-be-landlord/news-story/7cbb52dd16159386c2cf47d59ef507b4,Family ‘dodges a bullet’ in Gumtree rental scam
https://www.themercury.com.au/news/hobart-south/bridgewater-man-darren-wood-left-devastated-after-fire-destroyed-his-home-of-almost-20-years/news-story/f946e625dc5a16687a0533d214a6f14f,‘There was nothing left’: Devastation over house fire
https://www.couriermail.com.au/truecrimeaustralia/police-courts-qld/gold-coast-bikie-kingpin-michael-bankier-has-homes-and-cash-seized-by-federal-authorities/news-story/42fd4f8e3f62a34a28205cb28478be21,Unemployed bikie kingpin’s multimillion-dollar life of luxury unravels
https://www.news.com.au/finance/real-estate/luigi-rosselli-house-shoots-for-redfern-record/news-story/39e0c74885a291b6ba86d0de61d33bba,Luigi Rosselli house shoots for Redfern record
https://www.news.com.au/finance/real-estate/micro-apartments-big-demand-in-small-apartments-is-changing-the-face-of-regional-investing-in-australia/news-story/a0c2bdf80945f965629dceef7e236c04,What’s sparked big demand for micro homes
https://www.news.com.au/finance/business/other-industries/end-of-covid-payments-events-industry-pleads-for-more-support/news-story/550aacc944021c5ae53c0bb125338017,‘Endless purgatory’: The struggle for survival
https://www.couriermail.com.au/coronavirus/authorities-race-to-contain-outbreaks-as-queensland-cases-spike/news-story/63a64f0c5e8b2202903988ecdff8b21f,"Battle on four fronts as rogue truckie, new case put state at risk"
https://www.dailytelegraph.com.au/lifestyle/home/van-life-australia-is-a-campervan-the-perfect-covid-travel-plan/news-story/6bd774cedc58b608cee64e20e4eac2a0,The surprise travel trend Covid has given us
https://www.news.com.au/finance/real-estate/melbourne-vic/grant-custance-nimbus-tech-company-founder-lists-toorak-mansion-for-16m175m/news-story/7a8346c905b528cd47db6f59dd038a56,Toorak tech founder lists 1930s mansion
https://www.dailytelegraph.com.au/property/shoalhaven-property-market-not-much-available-under-1-million/news-story/b44ade9c4b533c321d604c949eed77fd,$1M homes the new norm across the Shoalhaven
https://www.couriermail.com.au/truecrimeaustralia/police-courts-qld/mum-almost-killed-saving-son-trying-to-suicide-in-deliberately-lit-fire/news-story/ad3a598bd32196c514c18558b0250458,Mum critically injured saving son from deliberately lit fire
https://www.news.com.au/finance/real-estate/sydney-nsw/adam-reynolds-offloads-sydney-home-prior-to-move/news-story/8873bcde00a81fef158689bb6c1e1190,Reynolds offloads Sydney home prior to move north
https://www.news.com.au/finance/real-estate/melbourne-vic/owner-occupiers-seize-chance-to-break-into-belmont-market/news-story/457f0af134fcfd928ce63dbf9d62ff36,‘Goldmine backyard’ spurs Belmont bidding
https://www.dailytelegraph.com.au/news/nsw/sydney-housing-crisis-forcing-families-of-eight-to-cram-into-twobedroom-units/news-story/ddba4c774c815dc2f4a6331d70d6bd6e,Crowded house: Kids cram three to a room in rising rent crisis
https://www.dailytelegraph.com.au/news/nsw/the-sell-nrl-star-adam-reynolds-moving-north-after-selling-sydney-home/news-story/9c28bbd66a279cb750eba6f3caac2bbc,Bunny hops north after selling Sydney home
https://www.news.com.au/finance/real-estate/buying/how-single-mum-bought-400k-home-with-just-a-9k-deposit/news-story/1c664bd1ae8f09aac1d4b7cd23a7bd9c,How mum bought house with just $9k
https://www.couriermail.com.au/news/queensland/furious-queenslanders-accuse-state-government-of-human-rights-violations-over-border-closure/news-story/5cbd7f35361cb0939559780a75842a44,Fed up and locked out: Border complaints filed with watchdog
https://www.news.com.au/finance/real-estate/melbourne-vic/victoria-lockdown-auctions-private-inspections-to-resume-in-regions/news-story/3818c99278028823b02ad3bdce66705b,Ballarat real estate plunged into snap lockdown
https://www.themercury.com.au/news/north-west-coast/council-offers-rates-relief-to-those-who-build-much-needed-homes/news-story/a667aa763583fe1f6f436e067ff72605,Rates holiday used as investment lure for Tassie LGA
https://www.dailytelegraph.com.au/sport/nrl/life-after-nrl-how-johnathan-thurston-amassed-a-fortune-built-on-meagre-car-washing-allowance/news-story/6d41d7a21f4a78a8144f753e7e011fad,Academy rewards: NRL legend’s life-changing trip
https://www.news.com.au/finance/real-estate/melbourne-vic/melbourne-lockdown-buildher-collective-shares-easy-spring-reno-ideas/news-story/1d128d6694caad3958a6f929d10ecb15,Spring home projects to do during lockdown
https://www.news.com.au/finance/real-estate/melbourne-vic/geelong-rental-home-selloff-creates-chance-for-firsthome-buyers/news-story/9e6133e597c345119b8d8cd3985a6c43,Rental sell-off opens door to first-home buyers
https://www.news.com.au/finance/real-estate/buying/australian-real-estate-how-alex-veljancevski-built-his-eightproperty-portfolio-at-just-31/news-story/53558f465963c311ee385507d1bdff5d,How 31yo built $5.2m property portfolio
https://www.news.com.au/finance/real-estate/cromers-price-record-broken-for-the-second-time-in-as-many-weeks-with-495m-sale/news-story/a70e1272f3b6193594302c3b8507adaf,Cromer’s price record broken for second time
https://www.news.com.au/finance/real-estate/sydney-nsw/today-cohost-karl-stefanovic-and-wife-jasmine-put-their-north-shore-home-up-for-rent/news-story/35c71523fb4afa8ec21785c15603942d,Here’s how you can live like Karl
https://www.news.com.au/finance/real-estate/buying/aussie-suburbs-where-house-prices-are-rising-by-up-to-100k-a-month/news-story/a4b18c2d4a5aa2dbcaaf4fb7969af482,Aussie suburbs rising by $100k a month
https://www.couriermail.com.au/coronavirus/authorities-race-to-contain-outbreaks-as-queensland-cases-spike/news-story/63a64f0c5e8b2202903988ecdff8b21f,"Battle on four fronts as rogue truckie, new case put state at risk"
https://www.dailytelegraph.com.au/lifestyle/home/van-life-australia-is-a-campervan-the-perfect-covid-travel-plan/news-story/6bd774cedc58b608cee64e20e4eac2a0,The surprise travel trend Covid has given us
https://www.news.com.au/finance/real-estate/melbourne-vic/grant-custance-nimbus-tech-company-founder-lists-toorak-mansion-for-16m175m/news-story/7a8346c905b528cd47db6f59dd038a56,Toorak tech founder lists 1930s mansion
https://www.dailytelegraph.com.au/property/shoalhaven-property-market-not-much-available-under-1-million/news-story/b44ade9c4b533c321d604c949eed77fd,$1M homes the new norm across the Shoalhaven
https://www.couriermail.com.au/truecrimeaustralia/police-courts-qld/mum-almost-killed-saving-son-trying-to-suicide-in-deliberately-lit-fire/news-story/ad3a598bd32196c514c18558b0250458,Mum critically injured saving son from deliberately lit fire
https://www.news.com.au/finance/real-estate/sydney-nsw/adam-reynolds-offloads-sydney-home-prior-to-move/news-story/8873bcde00a81fef158689bb6c1e1190,Reynolds offloads Sydney home prior to move north
https://www.news.com.au/finance/real-estate/melbourne-vic/owner-occupiers-seize-chance-to-break-into-belmont-market/news-story/457f0af134fcfd928ce63dbf9d62ff36,‘Goldmine backyard’ spurs Belmont bidding
https://www.dailytelegraph.com.au/news/nsw/sydney-housing-crisis-forcing-families-of-eight-to-cram-into-twobedroom-units/news-story/ddba4c774c815dc2f4a6331d70d6bd6e,Crowded house: Kids cram three to a room in rising rent crisis
https://www.dailytelegraph.com.au/news/nsw/the-sell-nrl-star-adam-reynolds-moving-north-after-selling-sydney-home/news-story/9c28bbd66a279cb750eba6f3caac2bbc,Bunny hops north after selling Sydney home
https://www.news.com.au/finance/real-estate/buying/how-single-mum-bought-400k-home-with-just-a-9k-deposit/news-story/1c664bd1ae8f09aac1d4b7cd23a7bd9c,How mum bought house with just $9k
https://www.couriermail.com.au/news/queensland/furious-queenslanders-accuse-state-government-of-human-rights-violations-over-border-closure/news-story/5cbd7f35361cb0939559780a75842a44,Fed up and locked out: Border complaints filed with watchdog
https://www.news.com.au/finance/real-estate/melbourne-vic/victoria-lockdown-auctions-private-inspections-to-resume-in-regions/news-story/3818c99278028823b02ad3bdce66705b,Ballarat real estate plunged into snap lockdown
https://www.themercury.com.au/news/north-west-coast/council-offers-rates-relief-to-those-who-build-much-needed-homes/news-story/a667aa763583fe1f6f436e067ff72605,Rates holiday used as investment lure for Tassie LGA
https://www.dailytelegraph.com.au/sport/nrl/life-after-nrl-how-johnathan-thurston-amassed-a-fortune-built-on-meagre-car-washing-allowance/news-story/6d41d7a21f4a78a8144f753e7e011fad,Academy rewards: NRL legend’s life-changing trip
https://www.news.com.au/finance/real-estate/melbourne-vic/melbourne-lockdown-buildher-collective-shares-easy-spring-reno-ideas/news-story/1d128d6694caad3958a6f929d10ecb15,Spring home projects to do during lockdown
https://www.news.com.au/finance/real-estate/melbourne-vic/geelong-rental-home-selloff-creates-chance-for-firsthome-buyers/news-story/9e6133e597c345119b8d8cd3985a6c43,Rental sell-off opens door to first-home buyers
https://www.news.com.au/finance/real-estate/buying/australian-real-estate-how-alex-veljancevski-built-his-eightproperty-portfolio-at-just-31/news-story/53558f465963c311ee385507d1bdff5d,How 31yo built $5.2m property portfolio
https://www.news.com.au/finance/real-estate/cromers-price-record-broken-for-the-second-time-in-as-many-weeks-with-495m-sale/news-story/a70e1272f3b6193594302c3b8507adaf,Cromer’s price record broken for second time
https://www.news.com.au/finance/real-estate/sydney-nsw/today-cohost-karl-stefanovic-and-wife-jasmine-put-their-north-shore-home-up-for-rent/news-story/35c71523fb4afa8ec21785c15603942d,Here’s how you can live like Karl
https://www.news.com.au/finance/real-estate/buying/aussie-suburbs-where-house-prices-are-rising-by-up-to-100k-a-month/news-story/a4b18c2d4a5aa2dbcaaf4fb7969af482,Aussie suburbs rising by $100k a month
https://www.couriermail.com.au/coronavirus/authorities-race-to-contain-outbreaks-as-queensland-cases-spike/news-story/63a64f0c5e8b2202903988ecdff8b21f,"Battle on four fronts as rogue truckie, new case put state at risk"
https://www.dailytelegraph.com.au/lifestyle/home/van-life-australia-is-a-campervan-the-perfect-covid-travel-plan/news-story/6bd774cedc58b608cee64e20e4eac2a0,The surprise travel trend Covid has given us
https://www.news.com.au/finance/real-estate/melbourne-vic/grant-custance-nimbus-tech-company-founder-lists-toorak-mansion-for-16m175m/news-story/7a8346c905b528cd47db6f59dd038a56,Toorak tech founder lists 1930s mansion
https://www.dailytelegraph.com.au/property/shoalhaven-property-market-not-much-available-under-1-million/news-story/b44ade9c4b533c321d604c949eed77fd,$1M homes the new norm across the Shoalhaven
https://www.couriermail.com.au/truecrimeaustralia/police-courts-qld/mum-almost-killed-saving-son-trying-to-suicide-in-deliberately-lit-fire/news-story/ad3a598bd32196c514c18558b0250458,Mum critically injured saving son from deliberately lit fire
https://www.news.com.au/finance/real-estate/sydney-nsw/adam-reynolds-offloads-sydney-home-prior-to-move/news-story/8873bcde00a81fef158689bb6c1e1190,Reynolds offloads Sydney home prior to move north
https://www.news.com.au/finance/real-estate/melbourne-vic/owner-occupiers-seize-chance-to-break-into-belmont-market/news-story/457f0af134fcfd928ce63dbf9d62ff36,‘Goldmine backyard’ spurs Belmont bidding
https://www.dailytelegraph.com.au/news/nsw/sydney-housing-crisis-forcing-families-of-eight-to-cram-into-twobedroom-units/news-story/ddba4c774c815dc2f4a6331d70d6bd6e,Crowded house: Kids cram three to a room in rising rent crisis
https://www.dailytelegraph.com.au/news/nsw/the-sell-nrl-star-adam-reynolds-moving-north-after-selling-sydney-home/news-story/9c28bbd66a279cb750eba6f3caac2bbc,Bunny hops north after selling Sydney home
https://www.news.com.au/finance/real-estate/buying/how-single-mum-bought-400k-home-with-just-a-9k-deposit/news-story/1c664bd1ae8f09aac1d4b7cd23a7bd9c,How mum bought house with just $9k
https://www.couriermail.com.au/news/queensland/furious-queenslanders-accuse-state-government-of-human-rights-violations-over-border-closure/news-story/5cbd7f35361cb0939559780a75842a44,Fed up and locked out: Border complaints filed with watchdog
https://www.news.com.au/finance/real-estate/melbourne-vic/victoria-lockdown-auctions-private-inspections-to-resume-in-regions/news-story/3818c99278028823b02ad3bdce66705b,Ballarat real estate plunged into snap lockdown
https://www.themercury.com.au/news/north-west-coast/council-offers-rates-relief-to-those-who-build-much-needed-homes/news-story/a667aa763583fe1f6f436e067ff72605,Rates holiday used as investment lure for Tassie LGA
https://www.dailytelegraph.com.au/sport/nrl/life-after-nrl-how-johnathan-thurston-amassed-a-fortune-built-on-meagre-car-washing-allowance/news-story/6d41d7a21f4a78a8144f753e7e011fad,Academy rewards: NRL legend’s life-changing trip
https://www.news.com.au/finance/real-estate/melbourne-vic/melbourne-lockdown-buildher-collective-shares-easy-spring-reno-ideas/news-story/1d128d6694caad3958a6f929d10ecb15,Spring home projects to do during lockdown
https://www.news.com.au/finance/real-estate/melbourne-vic/geelong-rental-home-selloff-creates-chance-for-firsthome-buyers/news-story/9e6133e597c345119b8d8cd3985a6c43,Rental sell-off opens door to first-home buyers
https://www.news.com.au/finance/real-estate/buying/australian-real-estate-how-alex-veljancevski-built-his-eightproperty-portfolio-at-just-31/news-story/53558f465963c311ee385507d1bdff5d,How 31yo built $5.2m property portfolio
https://www.news.com.au/finance/real-estate/cromers-price-record-broken-for-the-second-time-in-as-many-weeks-with-495m-sale/news-story/a70e1272f3b6193594302c3b8507adaf,Cromer’s price record broken for second time
https://www.news.com.au/finance/real-estate/sydney-nsw/today-cohost-karl-stefanovic-and-wife-jasmine-put-their-north-shore-home-up-for-rent/news-story/35c71523fb4afa8ec21785c15603942d,Here’s how you can live like Karl
https://www.news.com.au/finance/real-estate/buying/aussie-suburbs-where-house-prices-are-rising-by-up-to-100k-a-month/news-story/a4b18c2d4a5aa2dbcaaf4fb7969af482,Aussie suburbs rising by $100k a month
